Year,Player Name,Position,Team,College / Origin,Year Drafted,Draft Pick,Height,Weight,Minutes Per Game,Points Per Game,Rebounds Per Game,Assists Per Game,Blocks Per Game,Steals Per Game,Turnovers Per Game,FG%,3P%,FT%,Win Shares
2022,Natalie Achonwa,F,MIN,Notre Dame,2014,9,6-3,198lb,15.1,5.3,4.1,1.7,0.3,0.4,1.0,0.516,0.0,0.815,1.0
2022,Natasha Cloud,G,WAS,,2015,15,5-10,160lb,31.3,10.7,3.6,7.0,0.3,1.0,2.8,0.399,0.319,0.824,3.2
2022,Natasha Howard,F,NYL,Florida State,2014,5,6-3,172lb,29.9,15.1,7.3,2.3,1.0,1.3,3.2,0.482,0.326,0.715,2.0
2022,Natisha Hiedeman,G,CON,Marquette,2019,18,5-8,132lb,25.0,9.1,1.8,3.3,0.1,1.2,1.3,0.431,0.411,0.8,3.5
2022,Naz Hillmon,F,ATL,Michigan,2022,15,6-2,190lb,19.8,4.4,5.1,1.2,0.3,0.6,1.2,0.48,0.0,0.821,1.5
2022,Nia Clouden,G,CON,Michigan State,2022,12,5-9,139lb,8.9,2.1,0.8,0.8,0.0,0.2,0.4,0.34,0.414,0.588,0.4
2022,Nia Coffey,F,ATL,Northwestern,2017,5,6-1,182lb,21.0,6.4,5.2,0.8,0.1,0.6,2.2,0.347,0.29,0.742,-0.4
2022,Nikolina Milic,F,MIN,Bosnia and Herzegovina,2026,19,6-3,172lb,11.7,6.0,3.0,0.7,0.3,0.3,1.4,0.548,0.273,0.738,0.9
2022,Nneka Ogwumike,F,LAS,Stanford,2012,1,6-2,190lb,31.4,18.1,6.6,2.0,0.4,1.7,1.8,0.544,0.368,0.826,4.0
2022,Odyssey Sims,G,TOT,Baylor,2014,2,5-8,155lb,20.7,6.9,1.9,2.9,0.3,1.1,1.7,0.321,0.267,0.667,0.0
2022,Odyssey Sims,G,TOT,Baylor,2014,2,5-8,155lb,20.7,6.9,1.9,2.9,0.3,1.1,1.7,0.321,0.267,0.667,-0.2
2022,Odyssey Sims,G,TOT,Baylor,2014,2,5-8,155lb,20.7,6.9,1.9,2.9,0.3,1.1,1.7,0.321,0.267,0.667,0.2
2022,Olivia Nelson-Ododa,C,LAS,UConn,2022,19,6-5,176lb,14.5,4.0,3.0,0.4,0.8,0.3,1.0,0.56,,0.703,0.5
2022,Queen Egbo,F-C,IND,Baylor,2022,10,6-4,190lb,21.8,7.2,6.3,0.9,1.2,0.9,1.9,0.442,,0.645,0.0
2022,Rachel Banham,G,MIN,Minnesota,2016,4,5-10,181lb,17.5,7.9,1.3,2.3,0.1,0.3,1.3,0.43,0.383,0.8,1.0
2022,Rae Burrell,G-F,LAS,Tennessee,2022,9,6-2,168lb,14.7,1.7,1.0,0.3,0.0,0.7,0.3,0.111,0.167,1.0,-0.1
2022,Raina Perez,G,SEA,,,Undrafted,5-4,,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
2022,Rebecca Allen,F-G,NYL,Australia,,Undrafted,6-2,162lb,20.9,7.0,3.4,1.2,1.0,0.8,1.0,0.379,0.313,0.833,0.6
2022,Rebekah Gardner,G,CHI,UCLA,,Undrafted,6-1,130lb,21.7,8.4,3.3,1.3,0.5,1.4,1.6,0.542,0.357,0.8,2.5
2022,Rennia Davis,G-F,TOT,Tennessee,2021,9,6-1,170lb,5.4,1.3,1.0,0.1,0.0,0.3,0.5,0.385,0.0,,-0.1
2022,Rennia Davis,G-F,TOT,Tennessee,2021,9,6-1,170lb,5.4,1.3,1.0,0.1,0.0,0.3,0.5,0.385,0.0,,0.0
2022,Rennia Davis,G-F,TOT,Tennessee,2021,9,6-1,170lb,5.4,1.3,1.0,0.1,0.0,0.3,0.5,0.385,0.0,,-0.1
2022,Reshanda Gray,F,TOT,California,2015,16,6-2,192lb,8.8,2.2,2.0,0.4,0.2,0.3,1.0,0.439,0.214,0.667,-0.3
2022,Reshanda Gray,F,TOT,California,2015,16,6-2,192lb,8.8,2.2,2.0,0.4,0.2,0.3,1.0,0.439,0.214,0.667,0.1
2022,Reshanda Gray,F,TOT,California,2015,16,6-2,192lb,8.8,2.2,2.0,0.4,0.2,0.3,1.0,0.439,0.214,0.667,-0.4
2022,Rhyne Howard,G,ATL,Kentucky,2022,1,6-2,175lb,31.4,16.2,4.5,2.8,0.8,1.6,1.6,0.361,0.343,0.792,2.9
2022,Riquna Williams,G,LVA,Miami (FL),2012,17,5-7,165lb,18.0,6.7,2.0,1.2,0.1,0.4,0.3,0.381,0.366,0.762,1.0
2022,Rui Machida,G,WAS,Japan,,Undrafted,5-4,126lb,12.9,1.8,1.1,2.6,0.1,0.4,1.1,0.31,0.206,0.667,0.1
2022,Ruthy Hebard,F,CHI,Oregon,2020,8,6-4,190lb,9.7,2.3,1.7,0.5,0.1,0.3,0.5,0.51,,0.75,0.3
2022,Sabrina Ionescu,G,NYL,Oregon,2020,1,5-11,165lb,32.3,17.4,7.1,6.3,0.3,1.1,3.0,0.411,0.333,0.931,4.3
2022,Sam Thomas,G-F,PHO,Arizona,,Undrafted,6-0,165lb,4.9,0.4,0.2,0.3,0.1,0.3,0.2,0.211,0.067,1.0,-0.2
2022,Sami Whitcomb,G,NYL,Washington,,Undrafted,5-10,149lb,21.3,6.5,2.3,2.3,0.1,0.7,1.4,0.368,0.351,0.87,0.8
2022,Satou Sabally,F,DAL,Oregon,2020,2,6-4,175lb,21.7,11.3,4.8,2.1,0.2,0.5,2.3,0.398,0.233,0.914,0.3
2022,Shakira Austin,F-C,WAS,,2022,3,6-5,190lb,21.6,8.7,6.4,0.9,0.8,0.8,1.5,0.547,0.0,0.624,3.1
2022,Shatori Walker-Kimbrough,G,WAS,Maryland,2017,6,5-9,140lb,20.1,6.9,1.8,1.5,0.3,1.1,1.1,0.402,0.347,0.902,1.9
2022,Shey Peddy,G,PHO,Temple,2012,23,5-7,145lb,28.6,9.9,3.8,3.4,0.2,1.6,1.4,0.418,0.329,0.889,2.7
2022,Skylar Diggins,G,PHO,Notre Dame,2013,3,5-9,140lb,34.0,19.7,4.0,5.5,1.0,1.5,2.7,0.429,0.296,0.844,3.1
2022,Sophie Cunningham,G,PHO,Missouri,2019,13,6-1,165lb,29.5,12.6,4.4,1.6,0.4,1.0,1.0,0.449,0.4,0.875,2.5
2022,Sparkle Taylor,G,CHI,Texas-El Paso,,Undrafted,5-10,,12.5,5.5,1.0,0.0,0.0,0.0,0.5,0.833,0.0,1.0,0.1
2022,Stefanie Dolson,C,NYL,UConn,2014,6,6-5,235lb,22.9,8.1,4.8,1.8,0.8,0.4,1.6,0.493,0.394,0.905,2.0
2022,Stephanie Jones,F,TOT,Maryland,,Undrafted,6-2,185lb,5.4,1.8,0.4,0.4,0.0,0.2,0.0,0.375,0.5,1.0,0.1
2022,Stephanie Jones,F,TOT,Maryland,,Undrafted,6-2,185lb,5.4,1.8,0.4,0.4,0.0,0.2,0.0,0.375,0.5,1.0,0.1
2022,Stephanie Jones,F,TOT,Maryland,,Undrafted,6-2,185lb,5.4,1.8,0.4,0.4,0.0,0.2,0.0,0.375,0.5,1.0,0.0
2022,Stephanie Talbot,F,SEA,Australia,2014,33,6-2,192lb,16.1,5.0,3.1,1.3,0.3,0.7,1.1,0.464,0.397,0.583,1.4
2022,Sue Bird,G,SEA,UConn,2002,1,5-9,150lb,26.4,7.8,1.9,6.0,0.1,1.2,1.9,0.403,0.389,1.0,2.4
2022,Sydney Colson,G,LVA,Texas A&M,2011,16,5-8,137lb,6.8,1.6,0.4,1.0,0.0,0.1,0.4,0.313,0.273,1.0,0.0
2022,Sylvia Fowles,C,MIN,LSU,2008,2,6-6,219lb,27.7,14.4,9.8,1.2,1.2,1.0,2.1,0.622,,0.66,3.7
2022,Teaira McCowan,C,DAL,Mississippi State,2019,3,6-7,239lb,18.9,11.0,7.0,0.8,0.7,0.3,1.7,0.602,,0.6,2.9
2022,Theresa Plaisance,F,LVA,LSU,2014,27,6-5,200lb,12.9,4.0,2.6,0.5,0.4,0.3,0.6,0.371,0.348,0.7,0.4
2022,Tianna Hawkins,F,WAS,Maryland,2013,6,6-3,186lb,12.8,4.9,2.4,0.8,0.1,0.4,1.2,0.386,0.264,0.952,0.2
2022,Tiffany Hayes,G,ATL,UConn,2012,14,5-10,155lb,27.5,16.2,3.6,2.1,0.1,0.7,2.0,0.545,0.429,0.683,1.2
2022,Tiffany Mitchell,G,IND,South Carolina,2016,9,5-9,169lb,16.3,6.5,1.2,1.2,0.1,0.8,0.9,0.451,0.387,0.865,0.7
2022,Tina Charles,C,TOT,UConn,2010,1,6-4,192lb,28.9,14.8,7.3,2.0,0.7,0.7,2.1,0.457,0.355,0.827,2.0
2022,Tina Charles,C,TOT,UConn,2010,1,6-4,192lb,28.9,14.8,7.3,2.0,0.7,0.7,2.1,0.457,0.355,0.827,0.6
2022,Tina Charles,C,TOT,UConn,2010,1,6-4,192lb,28.9,14.8,7.3,2.0,0.7,0.7,2.1,0.457,0.355,0.827,1.4
2022,Tina Krajisnik,C,CHI,Bosnia and Herzegovina,,Undrafted,6-3,,2.5,0.0,0.0,1.0,0.0,0.5,0.0,0.0,,,0.0
2022,Tyasha Harris,G,DAL,South Carolina,2020,7,5-10,152lb,15.8,5.0,0.9,2.8,0.1,0.4,1.1,0.418,0.315,0.792,0.5
2022,Veronica Burton,G,DAL,Northwestern,2022,7,5-9,155lb,15.2,2.6,1.5,1.9,0.3,0.9,1.0,0.329,0.279,1.0,0.9
2022,Victoria Vivians,G-F,IND,Mississippi State,2018,8,6-1,197lb,26.9,9.8,3.6,2.4,0.3,1.1,2.1,0.336,0.28,0.742,-1.5
2022,Yvonne Anderson,G,CON,,,Undrafted,5-7,148lb,9.2,3.2,0.8,1.1,0.2,0.3,1.0,0.462,0.4,1.0,0.2
2022,Yvonne Turner,G,TOT,Nebraska,,Undrafted,5-10,127lb,15.4,4.0,1.6,2.0,0.0,0.3,1.4,0.324,0.429,0.818,-0.2
2022,Yvonne Turner,G,TOT,Nebraska,,Undrafted,5-10,127lb,15.4,4.0,1.6,2.0,0.0,0.3,1.4,0.324,0.429,0.818,-0.3
2022,Yvonne Turner,G,TOT,Nebraska,,Undrafted,5-10,127lb,15.4,4.0,1.6,2.0,0.0,0.3,1.4,0.324,0.429,0.818,0.0
2022,Yvonne Turner,G,TOT,Nebraska,,Undrafted,5-10,127lb,15.4,4.0,1.6,2.0,0.0,0.3,1.4,0.324,0.429,0.818,0.1
2023,A'ja Wilson,C,LVA,South Carolina,2018,1,6-4,195lb,30.7,22.8,9.5,1.6,2.2,1.4,1.6,0.557,0.31,0.812,10.4
2023,AD Durr,G,ATL,Louisville,2019,2,5-10,151lb,10.9,4.8,1.1,0.7,0.1,0.3,0.8,0.38,0.322,0.769,-0.1
2023,Aari McDonald,G,ATL,,2021,3,5-6,141lb,23.5,7.9,2.0,3.0,0.0,0.6,1.6,0.402,0.321,0.762,0.6
2023,Abby Meyers,G,WAS,,2023,11,6-0,154lb,4.0,1.4,0.4,0.0,0.2,0.1,0.1,0.385,0.0,1.0,0.0
2023,Aerial Powers,G,MIN,Michigan State,2016,5,5-11,170lb,9.8,5.2,1.8,0.8,0.1,0.2,0.9,0.413,0.316,0.917,0.0
2023,Alaina Coates,C,TOT,South Carolina,2017,2,6-4,225lb,2.9,0.9,0.8,0.0,0.0,0.3,0.6,0.833,,0.25,0.0
2023,Alaina Coates,C,TOT,South Carolina,2017,2,6-4,225lb,2.9,0.9,0.8,0.0,0.0,0.3,0.6,0.833,,0.25,0.0
2023,Alaina Coates,C,TOT,South Carolina,2017,2,6-4,225lb,2.9,0.9,0.8,0.0,0.0,0.3,0.6,0.833,,0.25,-0.1
2023,Alanna Smith,F,CHI,Stanford,2019,8,6-4,177lb,26.5,9.2,6.6,1.8,1.3,1.3,1.5,0.498,0.294,0.679,3.5
2023,Aliyah Boston,C-F,IND,South Carolina,2023,1,6-5,220lb,31.2,14.5,8.4,2.2,1.3,1.3,1.9,0.578,0.4,0.745,6.0
2023,Allisha Gray,G,ATL,,2017,4,6-0,167lb,32.7,17.1,4.9,3.1,0.4,1.1,1.9,0.465,0.356,0.824,5.0
2023,Alysha Clark,F,LVA,Middle Tennessee,2010,17,5-11,167lb,22.5,6.7,3.4,1.1,0.2,0.6,0.7,0.444,0.386,0.818,2.6
2023,Alyssa Thomas,F,CON,Maryland,2014,4,6-2,203lb,36.2,15.5,9.9,7.9,0.5,1.8,3.4,0.474,0.0,0.715,6.1
2023,Amanda Zahui B.,C,TOT,Minnesota,2015,2,6-5,184lb,7.4,1.7,1.1,0.3,0.5,0.2,0.4,0.257,0.162,0.75,-0.4
2023,Amanda Zahui B.,C,TOT,Minnesota,2015,2,6-5,184lb,7.4,1.7,1.1,0.3,0.5,0.2,0.4,0.257,0.162,0.75,0.0
2023,Amanda Zahui B.,C,TOT,Minnesota,2015,2,6-5,184lb,7.4,1.7,1.1,0.3,0.5,0.2,0.4,0.257,0.162,0.75,-0.4
2023,Arella Guirantes,G,SEA,,2021,22,5-11,176lb,5.2,1.3,0.7,0.3,0.4,0.1,0.3,0.25,0.167,0.6,-0.1
2023,Ariel Atkins,G,WAS,Texas,2018,7,5-10,167lb,25.1,11.5,3.1,2.3,0.3,1.2,1.3,0.414,0.339,0.897,2.1
2023,Arike Ogunbowale,G,DAL,Notre Dame,2019,5,5-8,165lb,37.2,21.2,3.4,4.5,0.1,1.7,2.6,0.398,0.343,0.876,4.2
2023,Ashley Joens,G,TOT,Iowa State,2023,19,6-1,160lb,6.7,2.1,0.6,0.1,0.0,0.2,0.3,0.361,0.435,0.5,-0.1
2023,Ashley Joens,G,TOT,Iowa State,2023,19,6-1,160lb,6.7,2.1,0.6,0.1,0.0,0.2,0.3,0.361,0.435,0.5,0.0
2023,Ashley Joens,G,TOT,Iowa State,2023,19,6-1,160lb,6.7,2.1,0.6,0.1,0.0,0.2,0.3,0.361,0.435,0.5,0.0
2023,Ashley Joens,G,TOT,Iowa State,2023,19,6-1,160lb,6.7,2.1,0.6,0.1,0.0,0.2,0.3,0.361,0.435,0.5,-0.1
2023,Awak Kuier,F,DAL,Egypt,2021,2,6-6,168lb,10.8,2.6,2.5,0.5,0.6,0.2,0.6,0.396,0.087,0.778,0.4
2023,Azura Stevens,F-C,LAS,,2018,6,6-6,180lb,26.0,10.8,5.9,1.1,0.9,1.2,1.5,0.404,0.321,0.754,1.2
2023,Bernadett Hatar,C,CON,Hungary,,Undrafted,6-10,208lb,7.8,2.0,1.5,0.2,0.3,0.7,0.7,0.375,,,0.0
2023,Betnijah Laney-Hamilton,G-F,NYL,Rutgers University,2015,17,6-0,166lb,30.0,12.8,3.3,2.4,0.1,0.9,1.9,0.499,0.392,0.791,3.4
2023,Breanna Stewart,F,NYL,UConn,2016,1,6-4,170lb,34.1,23.0,9.3,3.8,1.6,1.5,1.5,0.465,0.355,0.851,10.3
2023,Brianna Turner,F-C,PHO,Notre Dame,2019,11,6-3,175lb,26.3,3.5,6.3,1.3,1.1,1.0,1.5,0.65,,0.5,1.1
2023,Bridget Carleton,F,MIN,Iowa State,2019,21,6-2,177lb,15.1,3.2,2.3,0.9,0.1,0.3,0.4,0.345,0.337,0.733,0.5
2023,Brionna Jones,F,CON,Maryland,2017,8,6-3,215lb,31.7,15.9,8.2,2.4,0.5,1.8,2.2,0.571,0.5,0.776,2.3
2023,Brittney Griner,C,PHO,Baylor,2013,1,6-9,205lb,27.6,17.5,6.3,2.2,1.6,0.5,2.1,0.56,0.111,0.772,3.1
2023,Brittney Sykes,G,WAS,Syracuse,2017,7,5-9,154lb,31.3,15.9,5.0,3.8,0.3,2.1,2.4,0.439,0.35,0.797,3.9
2023,Candace Parker,F-C,LVA,Tennessee,2008,1,6-4,184lb,23.6,9.0,5.4,3.7,0.9,1.5,1.7,0.465,0.333,0.893,2.1
2023,Cayla George,C-F,LVA,Australia,,Undrafted,6-4,192lb,8.5,2.3,1.8,0.4,0.2,0.3,0.8,0.288,0.234,0.0,-0.7
2023,Chelsea Gray,G,LVA,Duke,2014,11,5-11,170lb,32.2,15.3,4.0,7.3,0.6,1.4,2.5,0.49,0.421,0.897,7.0
2023,Cheyenne Parker-Tyus,F,ATL,Middle Tennessee,2015,5,6-4,193lb,26.7,15.0,6.7,1.8,1.5,1.1,2.3,0.482,0.278,0.829,3.7
2023,Chiney Ogwumike,F-C,LAS,Stanford,2014,1,6-3,183lb,21.2,8.4,4.3,1.3,0.3,1.3,1.2,0.43,0.077,0.714,0.3
2023,Courtney Vandersloot,G,NYL,Gonzaga,2011,3,5-8,137lb,30.4,10.5,3.5,8.1,0.6,1.3,2.7,0.442,0.294,0.761,4.5
2023,Courtney Williams,G,CHI,South Florida,2016,8,5-8,148lb,30.1,10.4,6.0,6.3,0.3,1.0,2.5,0.437,0.443,0.6,2.4
2023,Crystal Dangerfield,G,DAL,UConn,2020,16,5-5,130lb,27.8,8.2,2.9,3.1,0.2,0.9,1.2,0.425,0.29,0.815,1.6
2023,Cyesha Goree,F,WAS,Michigan,,Undrafted,6-2,185lb,11.6,3.9,1.2,0.1,0.1,0.3,0.4,0.469,0.214,0.857,0.2
2023,Dana Evans,G,CHI,Louisville,2021,13,5-6,145lb,21.5,9.0,1.2,3.0,0.1,0.7,1.6,0.36,0.294,0.854,0.6
2023,Danielle Robinson,G,ATL,Oklahoma,2011,6,5-9,137lb,21.6,5.8,2.2,3.3,0.1,0.7,1.3,0.461,0.29,0.75,1.2
2023,DeWanna Bonner,G-F,CON,Auburn,2009,5,6-4,140lb,30.1,17.4,5.6,2.2,0.6,1.1,1.5,0.425,0.329,0.862,5.4
2023,Dearica Hamby,F,LAS,Wake Forest,2015,6,6-3,189lb,24.8,8.9,5.9,1.8,0.3,0.9,1.5,0.431,0.22,0.648,1.6
2023,Destanni Henderson,G,TOT,South Carolina,2022,20,5-7,140lb,13.3,3.8,0.8,1.8,0.1,0.5,0.9,0.333,0.125,0.762,-0.1
2023,Destanni Henderson,G,TOT,South Carolina,2022,20,5-7,140lb,13.3,3.8,0.8,1.8,0.1,0.5,0.9,0.333,0.125,0.762,0.0
2023,Destanni Henderson,G,TOT,South Carolina,2022,20,5-7,140lb,13.3,3.8,0.8,1.8,0.1,0.5,0.9,0.333,0.125,0.762,-0.1
2023,DiJonai Carrington,G-F,CON,,2021,20,5-11,175lb,17.2,8.3,2.9,1.3,0.1,0.6,1.1,0.417,0.371,0.757,1.3
2023,Diamond Miller,F,MIN,Maryland,2023,2,6-3,178lb,26.1,12.1,3.5,2.5,0.3,0.9,2.3,0.403,0.307,0.792,0.1
2023,Diana Taurasi,G,PHO,UConn,2004,1,6-0,163lb,27.3,16.0,3.6,4.6,0.5,0.5,3.0,0.403,0.342,0.848,1.1
2023,Dorka Juhász,F,MIN,Hungary,2023,16,6-5,191lb,24.2,6.0,6.5,2.6,0.6,0.9,1.2,0.472,0.271,0.54,2.1
2023,Dulcy Fankam Mendjiadeu,F-C,SEA,Cameroon,2023,21,6-3,204lb,13.8,3.9,4.4,0.4,0.3,0.4,0.9,0.523,0.0,0.55,0.9
2023,Elena Delle Donne,F-G,WAS,University of Delaware,2013,2,6-5,187lb,27.5,16.7,5.4,2.1,0.9,0.8,1.3,0.485,0.393,0.938,2.9
2023,Elizabeth Williams,C-F,CHI,Duke,2015,4,6-3,200lb,29.7,9.8,5.8,2.5,1.5,1.3,1.4,0.514,,0.63,3.7
2023,Emily Engstler,F,MIN,,2022,4,6-1,180lb,7.8,1.8,2.4,0.6,0.1,0.4,0.8,0.381,0.286,0.375,-0.1
2023,Emma Cannon,F,IND,Florida Southern College,,Undrafted,6-2,190lb,10.5,5.8,3.1,0.5,0.1,0.1,1.1,0.455,0.382,0.909,0.6
2023,Epiphanny Prince,G,NYL,Rutgers University,2010,4,5-9,179lb,7.1,1.8,0.6,0.8,0.1,0.2,0.7,0.4,0.3,1.0,0.1
2023,Erica Wheeler,G,IND,Rutgers University,,Undrafted,5-7,143lb,26.8,9.9,3.0,5.0,0.1,1.1,2.1,0.398,0.309,0.878,1.4
2023,Evina Westbrook,G,TOT,,2022,21,6-0,158lb,7.1,1.1,0.9,0.6,0.2,0.2,0.6,0.167,0.125,1.0,-0.4
2023,Evina Westbrook,G,TOT,,2022,21,6-0,158lb,7.1,1.1,0.9,0.6,0.2,0.2,0.6,0.167,0.125,1.0,-0.4
2023,Evina Westbrook,G,TOT,,2022,21,6-0,158lb,7.1,1.1,0.9,0.6,0.2,0.2,0.6,0.167,0.125,1.0,0.0
2023,Ezi Magbegor,F-C,SEA,New Zealand,2019,12,6-4,181lb,32.6,13.8,8.1,2.6,1.9,1.1,2.4,0.513,0.385,0.699,3.8
2023,Gabby Williams,F,SEA,UConn,2018,4,5-11,172lb,28.5,8.4,3.6,3.8,0.4,1.5,2.2,0.362,0.217,0.846,-0.1
2023,Grace Berger,G,IND,Indiana,2023,7,5-11,163lb,14.6,4.2,1.6,1.9,0.2,0.5,1.0,0.449,0.471,0.84,0.6
2023,Haley Jones,F-G,ATL,Stanford,2023,6,6-1,187lb,14.6,3.7,2.4,2.3,0.3,0.4,1.4,0.337,0.214,0.756,-0.4
2023,Han Xu,C,NYL,China,2019,14,6-10,193lb,4.5,1.5,0.9,0.0,0.1,0.3,0.6,0.3,0.0,,-0.2
2023,Iliana Rupert,C,ATL,France,2021,12,6-4,189lb,7.9,1.8,2.0,0.5,0.4,0.4,0.5,0.353,0.273,0.625,0.2
2023,Ivana Dojkić,G,SEA,Croatia,,Undrafted,5-11,154lb,20.0,6.5,1.7,2.8,0.2,0.8,1.5,0.403,0.418,0.721,0.6
2023,Jackie Young,G,LVA,Notre Dame,2019,1,6-0,165lb,31.5,17.6,4.0,3.8,0.1,1.3,1.8,0.523,0.449,0.867,7.5
2023,Jade Melbourne,G,SEA,Australia,2022,33,5-10,145lb,10.6,2.6,1.2,1.2,0.0,0.4,0.9,0.391,0.15,0.793,0.0
2023,Jasmine Dickey,G,DAL,University of Delaware,2022,30,5-9,147lb,6.2,2.1,0.8,0.1,0.1,0.3,0.4,0.382,0.0,0.5,-0.1
2023,Jasmine Thomas,G,LAS,Duke,2011,12,5-9,143lb,12.8,2.7,1.1,1.3,0.2,0.3,0.7,0.273,0.242,0.909,-0.4
2023,Jennie Simms,G,PHO,Old Dominion,2017,18,6-0,165lb,11.7,2.2,2.2,0.5,0.0,0.3,1.0,0.286,0.0,0.714,-0.2
2023,Jessica Shepard,F,MIN,Notre Dame,2019,16,6-4,175lb,26.9,8.1,7.1,3.2,0.1,0.6,1.4,0.516,0.0,0.774,1.7
2023,Jewell Loyd,G,SEA,Notre Dame,2015,1,5-11,175lb,35.4,24.7,4.7,3.4,0.4,1.0,2.8,0.37,0.356,0.888,3.5
2023,Jocelyn Willoughby,F-G,NYL,Virginia,2020,10,6-0,180lb,6.6,1.2,0.8,0.4,0.0,0.1,0.3,0.4,0.438,1.0,0.3
2023,Jonquel Jones,C,NYL,Bahamas,2016,6,6-6,215lb,25.0,11.3,8.4,1.8,1.3,0.6,2.1,0.527,0.352,0.863,4.7
2023,Jordan Horston,F,SEA,Tennessee,2023,9,6-2,165lb,22.4,6.9,5.1,1.6,0.6,1.2,2.0,0.367,0.244,0.712,-0.7
2023,Jordin Canada,G,LAS,UCLA,2018,5,5-6,135lb,32.6,13.3,3.1,6.0,0.2,2.3,2.7,0.404,0.333,0.873,3.4
2023,Joyner Holmes,F,TOT,Texas,2020,19,6-3,210lb,10.4,3.3,2.5,0.8,0.3,0.3,0.6,0.373,0.313,0.762,0.5
2023,Joyner Holmes,F,TOT,Texas,2020,19,6-3,210lb,10.4,3.3,2.5,0.8,0.3,0.3,0.6,0.373,0.313,0.762,-0.1
2023,Joyner Holmes,F,TOT,Texas,2020,19,6-3,210lb,10.4,3.3,2.5,0.8,0.3,0.3,0.6,0.373,0.313,0.762,0.5
2023,Kadi Sissoko,F,PHO,USC,2023,29,6-2,,8.4,1.5,1.6,0.2,0.1,0.1,0.7,0.371,0.167,0.625,-0.8
2023,Kahleah Copper,G-F,CHI,Rutgers University,2016,7,6-1,165lb,31.2,18.7,4.4,2.0,0.3,0.9,2.5,0.448,0.404,0.77,2.1
2023,Kaila Charles,G-F,SEA,Maryland,2020,23,6-1,168lb,10.3,1.5,1.3,0.3,0.0,0.3,0.0,0.25,0.0,,-0.1
2023,Kalani Brown,C,DAL,Baylor,2019,7,6-7,245lb,16.4,7.8,4.5,1.0,0.7,0.2,1.3,0.629,0.0,0.802,2.5
2023,Karlie Samuelson,G,LAS,Stanford,,Undrafted,6-0,162lb,26.1,7.7,3.0,2.0,0.1,0.6,0.9,0.463,0.426,0.941,2.8
2023,Kayana Traylor,G,MIN,,2023,23,5-9,155lb,4.4,1.0,0.1,0.4,0.0,0.3,0.4,0.3,0.0,1.0,-0.1
2023,Kayla McBride,G,MIN,Notre Dame,2014,3,5-11,185lb,31.8,14.3,3.2,2.2,0.2,1.2,1.7,0.424,0.342,0.867,2.2
2023,Kayla Thornton,F,NYL,Texas-El Paso,2025,9,6-1,190lb,17.3,4.5,3.5,0.7,0.3,0.7,0.5,0.433,0.313,0.767,2.3
2023,Kelsey Mitchell,G,IND,Ohio State,2018,2,5-8,155lb,33.7,18.2,1.6,3.1,0.1,0.9,2.3,0.441,0.398,0.824,3.3
2023,Kelsey Plum,G,LVA,Washington,2017,1,5-8,145lb,32.4,18.7,2.4,4.5,0.0,1.1,2.1,0.475,0.389,0.912,6.3
2023,Khaalia Hillsman,C,CHI,Texas A&M,,Undrafted,6-5,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
2023,Kia Nurse,G,SEA,UConn,2018,10,6-0,181lb,19.7,5.9,2.3,1.3,0.1,0.6,0.7,0.343,0.35,0.889,0.5
2023,Kiah Stokes,C,LVA,UConn,2015,11,6-3,191lb,19.8,2.2,5.9,0.6,1.0,0.7,0.4,0.434,0.185,0.5,2.4
2023,Kierstan Bell,F,LVA,,2022,11,6-1,176lb,11.8,3.7,1.6,0.5,0.1,0.4,0.4,0.346,0.244,0.6,0.1
2023,Kristi Toliver,G,WAS,Maryland,2009,3,5-7,130lb,9.0,3.6,0.7,0.7,0.0,0.3,0.6,0.333,0.357,0.8,0.0
2023,Kristine Anigwe,F-C,TOT,California,2019,9,6-4,200lb,6.8,1.9,1.7,0.3,0.4,0.2,0.5,0.417,0.0,0.625,0.0
2023,Kristine Anigwe,F-C,TOT,California,2019,9,6-4,200lb,6.8,1.9,1.7,0.3,0.4,0.2,0.5,0.417,0.0,0.625,0.1
2023,Kristine Anigwe,F-C,TOT,California,2019,9,6-4,200lb,6.8,1.9,1.7,0.3,0.4,0.2,0.5,0.417,0.0,0.625,-0.1
2023,Kristy Wallace,G,IND,Baylor,2018,16,5-11,157lb,19.7,6.6,2.2,1.9,0.2,0.6,1.3,0.401,0.435,0.75,0.3
2023,Laeticia Amihere,F,ATL,South Carolina,2023,8,6-3,185lb,7.0,2.7,1.0,0.2,0.4,0.2,0.5,0.405,0.0,0.537,0.0
2023,Lauren Cox,F,CON,Baylor,2020,3,6-4,205lb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
2023,Layshia Clarendon,G,LAS,California,2013,9,5-9,158lb,28.6,11.1,3.0,3.4,0.0,1.1,2.3,0.497,0.457,0.915,1.9
2023,Leigha Brown,G,CON,,2023,15,6-1,165lb,5.2,0.8,0.8,0.4,0.1,0.2,0.4,0.308,0.1,0.667,-0.1
2023,Lexie Brown,G,LAS,,2018,9,5-9,162lb,30.3,12.4,2.1,2.4,0.3,0.9,1.3,0.486,0.415,0.875,1.1
2023,Lexie Hull,G,IND,Stanford,2022,6,6-1,155lb,20.6,4.6,2.7,1.1,0.3,1.0,1.0,0.372,0.217,0.773,0.2
