RK,Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,year
43,Kelly MillerNYL,G,34,30.6,9.4,3.4,7.1,47.9,0.8,2.1,38.6,1.9,2.4,78,4.9,4.6,1.2,0.1,2.5,0,0,2007
44,Hamchetou Maiga-Ba,NA,34,29.7,9.1,3.6,7.9,45.4,0,0.1,20,1.9,2.3,83.3,4,2.3,1.7,0.1,2.1,0,0,2007
45,Yolanda Griffith,NA,32,23.1,9,3.3,6.7,50.2,0,0,0,2.3,3.6,65.8,4.6,1.5,1,0.4,2,0,0,2007
46,Janell Burse,NA,29,24.4,8.8,3.2,7.2,44.5,0,0,0,2.4,3.5,69.3,5.3,0.8,0.4,1,2,3,0,2007
47,Marta Fernandez,NA,34,26.2,8.7,3.1,8.3,37.9,0.4,1.4,24.5,2.1,2.6,79.8,2.1,3,1.1,0.4,2.6,0,0,2007
48,Anna DeForge,NA,34,23.4,8.7,3.3,7.9,41.8,1.3,3.1,41,0.9,0.9,90.6,3.3,1.5,0.8,0.1,1.4,0,0,2007
49,Dominique CantyWAS,G,30,25.9,8.6,2.9,8,36.1,0.1,0.5,25,2.7,3.8,70.4,2.1,4.1,1,0.1,1.9,0,0,2007
50,Christi Thomas,NA,34,18.8,8.4,3.4,7,48.1,0.2,0.5,35.3,1.6,2.1,75.7,5.3,0.5,0.6,0.3,1.4,3,0,2007
1,Diana TaurasiPHO,G,34,31.9,24.1,7.6,17,44.6,2.6,7.3,36,6.3,7.3,87,5.1,3.6,1.4,1.4,2.4,2,0,2008
2,Cappie PondexterIND,G,32,31.3,21.2,7.3,17.7,41.3,1.3,4.1,31.3,5.3,6.3,84.6,3.7,4.2,1.2,0.2,2.9,0,0,2008
3,Seimone AugustusLOS,G,31,33.6,19.1,7.5,16,46.9,0.6,2,31.7,3.4,3.8,89,3.9,2.7,1,0.4,1.7,1,0,2008
4,Candace ParkerSAS,F,33,33.6,18.5,7,13.4,52.3,0.3,0.8,42.3,4.2,5.7,73.3,9.5,3.4,1.3,2.3,2.8,17,0,2008
5,Tina ThompsonSEA,F,30,35.8,18.1,6.3,15.2,41.3,1.9,4.6,40.6,3.7,4.3,85.9,6.9,2.2,1.1,0.7,3.8,5,0,2008
6,Becky HammonSAS,G,33,33.4,17.6,5.2,13.3,39,2.3,6.7,35,4.9,5.3,93.7,2.8,4.9,1.3,0.2,3.2,0,0,2008
7,Sophia Young-MalcolmSAS,F,33,31.9,17.5,6.3,13.1,47.8,0,0.1,0,4.9,6.2,78.6,5.6,2.3,1.6,0.5,1.7,3,0,2008
8,Betty LennoxMIN,G,34,29.7,17.4,6.1,14.7,41.5,1.9,5.2,35.8,3.4,4,85.3,4.2,2.4,1.3,0.1,3.4,1,0,2008
9,Asjha JonesMIN,F,33,29.2,17,6.8,14,48.4,0.2,0.7,21.7,3.3,4.2,79.1,6.1,2.5,0.6,0.8,2.2,2,0,2008
10,Jia PerkinsMIN,G,34,31.7,17,6.3,14.3,43.9,1.3,3.6,36.6,3.1,3.5,89.1,4.1,2.8,1.9,0.3,1.8,1,0,2008
11,Candice DupreeATL,F,34,33.1,16.3,6.1,13.4,45.7,0,0.2,14.3,4.1,5.2,78,7.9,2.3,1,1.3,2.9,9,0,2008
12,Alana BeardLOS,G,33,33.1,16.1,5.7,14.4,39.5,1.5,4.4,35.4,3.2,4.4,73.3,3.6,3.5,1.7,0.6,3.2,0,0,2008
13,Deanna  NolanNYL,G,34,33.6,15.8,6.4,13.7,46.5,1.3,3.4,37.4,1.9,2.1,86.3,3.9,4.4,1.2,0.3,2.1,2,0,2008
14,Shameka ChristonPHO,F,31,30.5,15.7,4.9,12.4,39.7,2.3,5.6,40.6,3.6,4.3,82.8,3,1.6,1.1,0.5,2,0,0,2008
15,Candice WigginsNYL,G,30,27.5,15.7,4.6,11.3,40.3,1.2,4,30.6,5.4,6.6,81.7,3.2,3,1.8,0.2,1.9,1,0,2008
16,Katie DouglasCONN,G,33,34.4,15.6,5.2,13.8,37.2,1.7,5.3,32.4,3.6,4.5,79.9,4.1,3.2,1.6,0.4,3,0,0,2008
17,Lisa Leslie,NA,33,32.1,15.1,5.7,12.3,46.3,0.1,0.5,23.5,3.5,5.4,66.1,8.9,2.4,1.5,2.9,3.6,14,0,2008
18,Ann WautersNYL,C,32,30.6,14.7,6.1,11.4,53.3,0.3,1,35.5,2.2,3.1,71.4,7.5,1.8,1.1,1.2,2.2,9,0,2008
19,Katie SmithNYL,G,34,33.9,14.7,4.6,12.1,38.3,2.2,6.2,36,3.2,3.6,88.7,2.8,4,0.9,0.1,2.4,0,0,2008
20,Sue BirdSEA,G,33,33.7,14.1,5.2,11.8,44.1,1.4,4.2,34.3,2.2,2.6,87.1,2.5,5.1,1.2,0.1,2.7,1,0,2008
21,Lindsay WhalenMIN,G,31,29.3,14,4.5,9.9,46.1,0.9,2.6,33.8,4.1,5.1,80.3,5.6,5.4,1.5,0,1.9,1,0,2008
22,DeLisha Milton-JonesATL,F,31,32.8,13.9,5.3,11.1,48,0.9,2.6,35.8,2.3,3,77.4,6.3,2.4,1.1,0.6,3.2,0,0,2008
23,Janel McCarvilleMIN,C,31,26.3,13.7,5.4,10.1,53.5,0,0.3,0,2.9,3.7,77.4,5.4,2.1,1.5,0.8,2.2,1,0,2008
24,Tamika CatchingsIND,F,25,27.8,13.3,4,10.3,39.1,1.5,3.5,43.2,3.7,4.6,80,6.3,3.3,2,0.4,2.4,3,0,2008
25,Taj McWilliams-FranklinLOS,F,33,31.8,12.8,5.3,10.4,50.6,0.2,0.8,30.8,2,2.6,77.6,7.2,1.6,1.4,0.9,2.5,5,0,2008
26,Tamika Whitmore,NA,34,26.8,12.6,4.7,11.5,40.8,1,3.2,31.5,2.2,2.8,78.1,4.7,1.4,0.6,0.4,2,2,0,2008
27,Plenette PiersonMIN,F,28,23.2,11.9,4.4,9.5,45.7,0,0.1,0,3.1,4.2,75.2,4.9,2.3,0.9,1.2,1.7,1,0,2008
28,Monique CurrieWAS,F,34,28.6,11.9,4,9.9,40.1,0.7,1.9,37.5,3.2,3.9,82.6,4.1,2.5,0.9,0.4,2.6,0,0,2008
29,Tammy  Sutton-BrownIND,C,33,29,11.8,4.3,8.8,49.5,0,0,0,3.1,4.6,67.3,6.3,0.5,0.6,1.7,2.1,5,0,2008
30,Ivory LattaWAS,G,34,28.2,11.4,3.6,10.1,36.2,1.6,4.7,34.4,2.5,3.1,80.2,2.1,3.6,1.3,0,1.8,1,0,2008
31,Swin CashNYL,F,31,29.9,11.3,3.7,9.5,38.9,0,0.3,12.5,3.9,5.1,77.2,5.4,1.9,0.7,1,2.2,1,0,2008
32,Tangela  SmithSAS,C,25,28.9,11.1,4.4,10.6,41.7,0.6,1.8,34.8,1.6,1.8,86.7,7,1.1,1.1,1.2,1.6,3,0,2008
33,Ebony HoffmanCONN,F,33,30.7,10.4,4.3,9.2,46.5,0.8,1.7,45.6,1,1.2,82.9,7.8,1.8,1.4,0.8,2.4,4,0,2008
34,Cheryl FordNYL,F,24,26.5,10.1,3.7,7.7,48.1,0,0,0,2.7,4.8,56,8.7,0.9,1,0.4,1,5,0,2008
35,Le'coe WillinghamATL,F,34,24.5,10.1,4.1,7.2,57,0.1,0.8,18.5,1.8,2.4,74.1,5.9,0.9,0.6,0.2,1.4,2,0,2008
36,Tan WhiteMIN,G,33,27.1,9.9,3.6,9.8,36.6,1.2,3.6,32.5,1.5,1.8,85,3.1,2.4,1.3,0.4,2.6,1,0,2008
37,Michelle SnowLOS,C,34,25.2,9.9,3.7,7,53.2,0,0.1,50,2.4,3.5,69.7,6.8,1.2,0.5,0.9,1.8,3,0,2008
38,Cathrine KraayeveldSAS,F,34,28.3,9.6,3.4,8.8,38.3,1.8,4.9,37.6,1.1,1.5,70.6,6.1,1.4,0.8,0.8,1.6,0,0,2008
39,Iziane CastroBRAZIL,G,29,23.1,9.3,3.3,9.4,35.3,1,3.2,30.9,1.7,2,81.4,2.2,1.8,0.9,0.2,2,0,0,2008
40,Nicky AnosikeNYL,F,34,27.1,9.2,2.9,6.6,43.8,0,0,0,3.4,4.9,69.9,6.8,1.3,2.2,1.3,1.2,5,0,2008
41,Tamecka Dixon,NA,24,26.4,9,3.7,9.2,40.3,0.1,0.5,15.4,1.5,1.8,85.7,3.2,1.8,1,0.1,2,0,0,2008
42,Kara BraxtonATL,F,33,17.9,8.9,3.2,7.8,41.5,0,0.1,0,2.5,3.3,74.3,5.1,0.8,0.4,0.7,1.6,0,0,2008
43,Charde HoustonNYL,F,33,17.6,8.8,3.5,7.2,49.2,0,0,0,1.8,2.5,74.1,3.7,0.8,0.9,0.4,1.7,1,0,2008
44,Anna DeForge,NA,34,24.9,8.5,3.1,8,39.1,1.4,3.8,36.4,0.9,1.1,76.3,3,1.7,0.8,0.1,0.9,0,0,2008
45,Marie  Ferdinand-HarrisLOS,G,33,20.6,8.4,2.8,7.5,37,0.4,1.3,27.3,2.5,2.8,89.1,2.6,1.3,0.8,0.1,1.2,0,0,2008
46,Kelly MillerNYL,G,34,27.8,8.3,3.1,7.7,40.8,0.6,1.5,38.5,1.4,1.7,84.5,4.4,4,0.6,0.1,2.5,0,0,2008
47,Tiffany Jackson-JonesLOS,F,25,19.8,8.3,3.2,6.3,51.6,0,0,0,1.8,2.9,63,5.7,1,1,0.3,1.9,0,0,2008
48,Tasha Humphrey,NA,30,17,8.3,3.2,6.9,46.6,0.9,2.3,38.2,1,1.3,79.5,3.7,1,0.6,0.3,1.5,1,0,2008
49,Sancho LyttlePHO,F,27,18.1,8.2,3.4,5.9,58.2,0,0,0,1.4,1.9,74.5,6.1,0.9,1.4,1,1.2,4,0,2008
50,Chasity Melvin,NA,34,22.5,8.2,2.9,6.5,44.3,0,0.1,33.3,2.4,3.9,61.4,5.1,1.5,0.9,0.3,1.4,3,0,2008
1,Diana TaurasiPHO,G,31,31.5,20.4,6.5,14,46.1,2.5,6.3,40.7,4.9,5.5,89.4,5.7,3.5,1.2,1.4,2.6,2,0,2009
2,Becky HammonSAS,G,31,33.8,19.5,6.5,14.4,44.7,2.5,6.6,36.9,4.1,4.6,90.1,3.3,5,1.6,0.4,3.6,2,0,2009
3,Lauren JacksonSEA,F,26,32.4,19.2,6.5,14,46.3,1.9,4.4,43,4.4,5.5,79.7,7,0.8,1.5,1.7,1.7,4,0,2009
4,Cappie PondexterIND,G,34,31.6,19.1,6.9,15.1,46,1.3,3.5,35.8,3.9,4.4,88.1,4.2,5,0.9,0.4,2.5,2,0,2009
5,Sophia Young-MalcolmSAS,F,33,33.7,18.2,6.6,14.6,45.4,0.5,1.7,30.9,4.4,5.7,76.7,6.5,1.6,1.3,0.5,1.9,3,0,2009
6,Katie DouglasCONN,G,31,32.4,17.6,6.1,14.8,41,2.1,6.1,34.9,3.4,3.9,86.1,3.9,2.7,1.8,0.2,2.4,1,0,2009
7,Deanna  NolanNYL,G,33,33.7,16.9,6.5,15.9,40.8,1.2,3.7,32.5,2.8,3.5,78.4,4.3,3.5,1.3,0.3,2.2,1,0,2009
8,Shameka ChristonPHO,F,32,31.7,16.1,4.8,12,40.2,2.4,6.4,38.2,4,4.6,86.5,4.9,1.8,0.9,0.8,1.8,1,0,2009
9,Alana BeardLOS,G,31,31.8,15.9,6.1,14.1,42.9,1,3.5,29.9,2.7,3.7,73.7,4,2.2,2.3,0.6,3.2,0,0,2009
10,Candice DupreeATL,F,34,34.9,15.7,6,14,42.9,0.7,1.8,38.7,3,3.8,78.5,7.9,2.2,1,1.2,2.4,9,0,2009
11,Tamika CatchingsIND,F,34,31.9,15.1,4.6,12,38.6,1.2,3.6,32.8,4.6,5.3,87.3,7.2,3.1,2.9,0.5,2.6,7,0,2009
12,Iziane CastroBRAZIL,G,34,26.9,14.4,5.4,13.1,41.3,1.4,4.2,34.5,2.1,2.7,78,2.2,2,1.1,0.1,2.4,0,0,2009
13,Chamique HoldsclawWAS,F,25,28.3,13.9,5.3,12.8,41.4,0.2,1.2,20,3.1,3.7,83.9,4.4,2.2,1.4,0.3,3,1,0,2009
14,Katie SmithNYL,G,27,33.1,13.7,4.7,10.9,43.5,2.1,4.9,43.2,2.1,2.3,91.8,2.3,2.8,0.8,0.1,2.3,0,0,2009
15,Sandrine GrudaLOS,F,26,31.2,13.5,5.8,12.4,46.7,0,0,0,1.8,3.3,55.8,6.3,1.3,0.9,1.6,2.6,2,0,2009
16,Jia PerkinsMIN,G,34,27.4,13.2,4.6,11.1,41.7,0.9,2.3,38.5,3.1,3.6,84.6,3.4,2.9,2.1,0.2,1.6,0,0,2009
17,Nicky AnosikeNYL,F,30,29.9,13.2,4.3,8.8,49.1,0,0.1,25,4.5,6.5,69.6,7.4,2.7,2.7,0.9,2,7,0,2009
18,Candace ParkerSAS,F,25,32.6,13.1,5.2,10.8,48.5,0.2,1,20.8,2.4,3.2,76.3,9.8,2.6,0.6,2.1,2.2,15,0,2009
19,Candice WigginsNYL,G,34,29.9,13.1,4,10.6,37.5,1.2,3.9,32.1,3.9,4.4,89.3,2.9,2.6,1.2,0.2,2.4,0,0,2009
20,Charde HoustonNYL,F,34,23.3,13.1,5.1,11.1,46.5,0.7,2,33.3,2.1,2.9,72.7,5.5,1.7,1.3,0.6,1.9,4,0,2009
21,Sancho LyttlePHO,F,34,27.4,13,5.4,10.7,50.7,0,0,0,2.2,3,74.3,7.5,1.5,2,0.6,1.9,8,0,2009
22,Tina ThompsonSEA,F,34,34.8,13,4.5,11.6,38.5,1.5,4.1,36.9,2.5,2.9,86.7,5.9,2.3,0.8,0.7,2.8,2,0,2009
23,Sue BirdSEA,G,31,35.5,12.8,5,12.2,40.8,1.7,4.8,36,1.1,1.3,85.4,2.5,5.8,1.5,0.1,2.6,0,0,2009
24,Angel McCoughtryMIN,F,34,21.6,12.8,4.7,9.9,47.6,0.4,1.5,29.4,2.9,4,74.1,3.1,2.1,2.2,0.4,2.1,2,0,2009
24,Lindsey HardingPHO,G,34,35.1,12.8,4.8,11,43.5,0.6,1.8,32.3,2.6,3.5,74.8,4,4.5,1.3,0.4,3,0,0,2009
26,Lindsay WhalenMIN,G,34,29.4,12.3,4.1,9.6,43,0.6,2.4,26.5,3.4,3.8,89.1,4.6,4.6,1.3,0.1,1.9,2,0,2009
27,Janel McCarvilleMIN,C,32,26.5,12.3,4.7,9.4,50.2,0,0.1,33.3,2.8,3.3,84.1,5.5,2.8,1.3,1.4,2.7,1,0,2009
28,Tanisha WrightNYL,G,33,32.5,12.2,4.5,9.8,46.3,0.2,0.9,26.7,2.9,3.2,90.6,3.5,3.9,1.5,0.3,2.6,0,0,2009
29,Swin CashNYL,F,32,34.2,12.2,4.3,11.1,39.2,0.3,1,32.3,3.2,4,79.7,6.7,2.6,0.9,0.5,2.8,5,0,2009
30,Crystal LanghorneSEA,F,34,29.8,12,4.8,8.4,57.4,0,0.1,0,2.4,3.5,68.9,7.9,0.9,1,0.4,2.2,9,0,2009
31,Shavonte ZellousWAS,G,34,23.6,11.9,3.5,8.7,39.7,0.4,1.4,30.6,4.6,5.3,85.6,3.1,1.8,0.8,0.5,2.3,0,0,2009
32,Erika de SouzaSAS,F,34,27.3,11.8,5,9.5,52.8,0,0,0,1.8,2.8,65.3,9.1,1.1,0.9,1.3,2.1,11,0,2009
33,Sylvia FowlesMIN,C,24,28.8,11.3,4.3,7.2,59.9,0,0,0,2.7,4.1,64.6,7.8,0.8,0.9,1.5,3.2,5,0,2009
34,DeWanna BonnerPHO,F,34,21.3,11.2,3.7,8.2,45.7,0.1,0.4,15.4,3.7,4.5,81.2,5.8,0.4,0.7,0.7,1,5,0,2009
35,DeLisha Milton-JonesATL,F,33,31.6,10.2,3.9,9.8,40.1,0.7,2.5,29.3,1.7,2.2,75.7,4.8,2.2,1.2,0.2,2.2,0,0,2009
36,Betty LennoxMIN,G,30,21.3,10.2,3.7,8.9,41.4,0.8,2.8,30.1,2,2.2,89.4,4.5,1.8,0.9,0.1,2.3,3,0,2009
37,Camille LittlePHO,F,34,30.7,10,3.6,7.7,47.1,0.2,0.8,25.9,2.5,3.7,68.3,6.5,1,1.1,0.4,2,3,0,2009
38,Le'coe WillinghamATL,F,34,21,10,4,7.5,53.3,0,0.2,12.5,2,2.3,84.8,4.2,1,0.6,0.3,1.4,0,0,2009
38,Essence CarsonCONN,F,34,25.3,10,3.9,9.4,40.8,1,3,33.3,1.3,1.4,91.7,2.1,1.4,1.1,0.3,1.6,0,0,2009
40,Ebony HoffmanCONN,F,34,29.6,9.9,3.6,9.2,39,0.7,2.1,34.7,2,2.3,89.6,5.9,1.5,1.7,0.4,2.4,3,0,2009
41,Roneeka HodgesSAS,F,33,27.4,9.9,3.5,8.4,41.7,2.1,5.2,39.8,0.9,1,90.9,3,1.9,0.6,0.5,1.1,0,0,2009
42,Tangela  SmithSAS,C,34,27.1,9.9,4,8.9,45.1,1.2,2.7,45.2,0.6,0.7,87,5.4,0.8,1,1.7,1.1,0,0,2009
43,Tammy  Sutton-BrownIND,C,27,25.2,9.9,3.5,7.6,46.6,0,0,0,2.8,3.8,74.5,5.9,0.9,0.6,1.5,1.8,3,0,2009
44,Taj McWilliams-FranklinLOS,F,34,30.4,9.8,4.1,8.3,49.1,0.1,0.4,20,1.5,2,75,6.6,2.9,1,0.5,1.9,4,0,2009
45,Temeka JohnsonLOS,G,34,26.5,9.6,3.7,8.3,44.5,1.1,2.6,41.4,1.2,1.5,84,3.5,4.6,0.9,0.1,2.2,0,0,2009
46,Tan WhiteMIN,G,30,22,9.5,3.2,8.2,39.3,1.6,4.3,37.7,1.4,1.7,84,2.7,2.2,1.2,0.3,1.2,0,0,2009
47,Anete Jekabsone-ZogotaPHO,G,27,23.9,9.4,3.6,8.7,41.5,1.4,3.7,39.4,0.8,1,78.6,2.9,2.2,0.3,0,1.8,0,0,2009
48,Cathrine KraayeveldSAS,F,34,26.1,9,3.1,7.8,39.8,1.8,4.2,41.7,1.1,1.4,75.5,4.6,0.9,0.6,0.4,1.9,0,0,2009
49,Kara BraxtonATL,F,28,18,9,3.8,7.2,52.7,0,0,0,1.4,2.2,64.5,6,1.5,0.7,0.6,1.8,2,0,2009
49,Renee MontgomeryATL,G,34,22.5,9,3,7.4,40.8,1.2,3.6,34.7,1.8,2.1,83.3,1.9,2.1,0.7,0.3,1.9,0,0,2009
1,Diana TaurasiPHO,G,31,32.2,22.6,6.8,16,42.7,2.6,6.9,37.4,6.4,7,91.2,4.3,4.7,1.2,0.6,3.5,2,0,2010
2,Cappie PondexterIND,G,34,34.3,21.4,7.5,15.5,48.3,1.9,4.4,43,4.6,5.2,89.2,4.5,4.9,0.9,0.1,2.4,0,0,2010
3,Angel McCoughtryMIN,F,34,30.7,21.1,7.2,17.7,40.8,1,3.7,26.2,5.6,7,80.3,4.9,3.1,1.9,0.6,3.2,4,0,2010
4,Lauren JacksonSEA,F,32,31,20.5,6.9,14.9,46.2,1.7,4.9,34.6,5.1,5.6,91,8.3,1.2,0.9,1.2,1.4,9,0,2010
5,Tamika CatchingsIND,F,34,31.4,18.2,6.1,12.6,48.4,1.4,3.1,44.8,4.6,5.4,84.9,7.1,4,2.3,0.9,2.7,8,0,2010
6,Sylvia FowlesMIN,C,34,32,17.8,6.7,11.5,58.2,0,0,100,4.4,5.8,76,9.9,1.5,1.1,2.6,2.4,15,0,2010
7,Iziane CastroBRAZIL,G,34,28.9,16.9,6.5,14.6,44.4,1.4,4.6,29.5,2.6,4,65.9,1.7,2.6,0.8,0.1,2.8,0,0,2010
8,Seimone AugustusLOS,G,25,33.2,16.9,7,16.4,42.9,1.4,4.3,33.6,1.4,2,66.7,3.2,1.9,0.7,0.3,1.4,0,0,2010
9,Tina ThompsonSEA,F,33,33.2,16.6,6,13.5,44.6,1.7,4.9,35.2,2.9,3.3,87.2,6.2,1.8,1.2,0.7,2.3,5,0,2010
10,Crystal LanghorneSEA,F,34,34.1,16.3,6.5,11,58.9,0,0.2,16.7,3.3,4.3,77.2,9.7,1.1,0.9,0.2,2.6,15,0,2010
11,Penny TaylorPHO,F,32,30,15.9,5.4,10.6,50.9,1.4,3.3,44.2,3.7,4.1,89.3,4.4,5,1.5,0.3,2.4,1,0,2010
12,Candice DupreeATL,F,34,29.8,15.7,6.8,10.2,66.4,0,0,0,2.1,2.3,93.6,7.6,1.3,1,0.8,1.9,8,0,2010
13,Tina CharlesCONN,C,34,31,15.5,6.1,12.4,48.7,0,0,0,3.4,4.5,76.3,11.7,1.5,0.7,1.7,2.1,22,0,2010
14,DeLisha Milton-JonesATL,F,34,32.2,15.4,5.7,12.1,47,0.8,2.4,31.7,3.2,3.7,86.6,4.7,2.5,1.1,0.6,2.8,1,0,2010
15,Sophia Young-MalcolmSAS,F,34,31.8,15.3,6.4,12.7,50.1,0.3,1.1,26.3,2.3,3.5,65.8,5.2,2.4,1.6,0.3,2.1,4,0,2010
16,Becky HammonSAS,G,32,33.6,15.1,5,11.3,44.2,2.2,5.5,39,3,3.2,96,2.9,5.4,1.1,0.3,3.4,3,0,2010
17,Monique CurrieWAS,F,34,26.2,14.1,4.3,9.9,43.6,1.1,2.4,44.6,4.4,5,87.7,4.8,1.6,1.4,0.4,2.6,0,0,2010
18,Swin CashNYL,F,34,30.8,13.8,4.7,10.9,43.5,1,2.5,40.7,3.3,4.1,80.7,6,2,0.6,0.5,2.9,3,0,2010
19,Katie DouglasCONN,G,34,29.8,13.7,5,11.1,44.9,2,5.1,39.1,1.7,2.1,83.1,3.4,3.3,1.4,0.4,2,0,0,2010
20,Chamique HoldsclawWAS,F,29,29,13.6,5.6,11.3,49.4,0.4,1.1,35.5,2,2.5,80.6,5.3,2,1.5,0.3,2.2,2,0,2010
21,Renee MontgomeryATL,G,34,27.6,13.3,4.6,11.6,40.1,1.9,5.6,34.9,2.1,2.4,85.5,2.2,4.1,1.4,0.1,2.3,1,0,2010
22,Sancho LyttlePHO,F,32,29.1,12.8,5.1,10.5,48.4,0,0,0,2.7,3.8,72.5,9.9,2.2,1.7,0.6,2,13,0,2010
23,Lindsay WhalenMIN,G,33,33.6,12.6,4.1,9.9,41,0.5,2,23.1,4,4.5,89.9,4,5.6,1.4,0.2,2.3,4,0,2010
24,Erika de SouzaSAS,F,34,25.6,12.4,5.6,9.8,57.1,0,0,0,1.2,2.2,54.7,8.3,0.9,0.8,1.2,1.8,15,0,2010
25,Lindsey HardingPHO,G,34,33.2,12.1,4.6,10.4,44.5,0.4,1.5,28.8,2.4,3.1,76.6,3,4,1.4,0.2,2.8,0,0,2010
26,DeWanna BonnerPHO,F,32,25.4,12,4.1,8.9,46.5,0.6,1.7,35.8,3.1,3.7,84,6.1,1.3,0.7,1.2,1.3,4,0,2010
27,Scholanda  DorrellTUL,G,34,24.6,11.9,4.3,10.6,40.2,0.7,2.2,30.3,2.7,3.8,70.8,2.4,1.7,1.6,0.4,2.5,0,0,2010
28,Charde HoustonNYL,F,34,22.3,11.8,4.5,10.8,41.6,1.4,3.7,36.5,1.5,2.1,70.4,4.1,1.4,1.3,0.6,2,1,0,2010
29,Sandrine GrudaLOS,F,28,22.7,11.5,4,8.1,49.1,0.1,0.4,18.2,3.5,4.6,76,4.5,1.2,0.7,0.8,1.6,0,0,2010
30,Rebekkah BrunsonMIN,F,30,30.5,11.3,3.9,9.1,42.9,0,0,0,3.5,5.3,66.3,10.3,0.8,1.2,1,1.6,12,0,2010
31,Monica WrightSEA,G,34,25.5,11.1,4.1,11.1,37,0.9,2.8,34,2,2.4,81.9,2.9,1.5,1,0.2,2,0,0,2010
32,Sue BirdSEA,G,33,30.5,11.1,4.1,9.4,43.4,1.8,4.5,39.9,1.1,1.3,85.7,2.7,5.8,1.5,0.2,1.8,3,0,2010
33,Asjha JonesMIN,F,30,25.8,10.8,4.6,10.3,44.8,0.2,0.7,30,1.3,1.5,84.8,4.9,2.2,0.4,0.4,1.8,0,0,2010
34,Jia PerkinsMIN,G,34,27.5,10.7,4.3,10.8,39.6,1.1,3.2,34.9,1,1.3,81.4,2.9,2.4,1.6,0.2,1.2,0,0,2010
35,Taj McWilliams-FranklinLOS,F,34,29.2,10.6,4.1,8.1,51.1,0.2,0.7,26.1,2.2,2.7,82.6,5.4,2,1.4,0.9,1.5,2,0,2010
36,Michelle SnowLOS,C,34,24.1,10.4,4.2,7.4,57.4,0,0,0,1.9,2.6,71.9,6.2,1.6,1,0.7,1.6,4,0,2010
37,Noelle QuinnSEA,G,34,32.5,10.2,4,9.1,44.3,1,2.6,40.2,1.1,1.4,77.6,4,2.8,1,0.3,1.4,0,0,2010
38,Camille LittlePHO,F,34,24.6,10.1,3.8,7.5,50,0.2,0.7,34.8,2.4,3.4,71.1,5.2,1.4,1.6,0.6,1.8,1,0,2010
39,Tan WhiteMIN,G,34,25.2,10.1,3.6,8.5,42,1.4,3.9,36.6,1.5,1.9,80,2.7,2.3,1.6,0.1,1.6,0,0,2010
40,Kara BraxtonATL,F,35,16.9,9.9,4.2,8.1,51.6,0,0.1,25,1.6,2.3,67.9,4.7,1.3,0.9,0.6,2.7,1,0,2010
41,Epiphanny PrinceNYL,G,34,19.6,9.8,3.4,8.1,42.7,0.7,2.1,33.8,2.2,2.9,78.4,2,2.7,1.6,0.1,1.8,0,0,2010
42,Plenette PiersonMIN,F,33,16.5,9.7,3.8,7.9,47.9,0.1,0.3,36.4,2,2.5,82.7,3.5,1.2,0.8,0.3,1.8,0,0,2010
43,Katie SmithNYL,G,33,30.8,9.5,3.3,8.4,39.5,1.6,4.5,36.2,1.3,1.7,76.4,2.1,2.6,0.7,0.2,1.6,0,0,2010
44,Leilani MitchellWAS,G,34,28.8,9.3,3.1,7,44.1,2.1,4.4,48.6,1,1.3,81.4,2.6,3.8,1.6,0.2,1.5,0,0,2010
45,Nicole PowellSEA,F,34,26.2,9.3,3.3,8.5,38.9,1.9,4.9,39.5,0.8,0.9,83.9,4.2,2.2,1,0.2,1.4,1,0,2010
46,Tangela  SmithSAS,C,34,29.2,9.2,3.5,8.8,39.5,1.5,4.3,34.7,0.8,1.1,75,5.2,0.9,0.7,0.9,1.1,2,0,2010
47,Temeka JohnsonLOS,G,34,27.3,9.2,3.6,8.7,41.1,0.9,2.9,30.9,1.1,1.4,79.6,3.2,4.7,0.9,0.2,2,3,0,2010
47,Tanisha WrightNYL,G,34,29.1,9.2,3.1,7.7,41,0.7,1.6,41.1,2.2,2.6,84.4,3.3,4.5,1.2,0.3,2.1,2,0,2010
49,Nicky AnosikeNYL,F,31,29.9,9.2,2.7,7.2,37.2,0,0,0,3.8,5,77.3,6.8,1.9,2,1,2.1,5,0,2010
50,Dominique CantyWAS,G,34,26,9,3.1,7.2,43,0.1,0.3,18.2,2.8,4,69.3,2.6,3.4,1,0.2,2.2,0,0,2010
1,Diana TaurasiPHX,G,32,30.1,21.6,6.5,14.5,44.9,2.5,6.4,39.5,6.1,6.8,90.3,3.2,3.6,0.8,0.6,3,0,0,2011
2,Angel McCoughtryMIN,F,33,27.9,21.6,7.1,16.8,42.4,0.6,2.2,26.4,6.8,8.7,77.7,5.2,2.5,2.2,1,3.2,2,0,2011
3,Sylvia FowlesMIN,C,34,34.6,20,7.7,13.1,59.1,0,0,0,4.5,5.9,76.6,10.2,0.6,1.3,2,2.8,22,0,2011
4,Crystal LanghorneSEA,F,31,34.3,18.2,7.3,13.7,53.4,0,0.3,12.5,3.5,4.9,71.1,7.6,1.6,1.3,0.5,3.3,7,0,2011
5,Tina CharlesCONN,C,34,33.4,17.6,7.5,16,46.8,0,0.1,0,2.7,3.9,68.7,11,1.9,0.8,1.8,2.2,23,0,2011
